"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","ピエロ　円座","761-8044","高松市円座町６０３−３",,"三好　哲生",,,,,,"第20394号","R02.03.27"
"美容所","ｋｉｉｔｏｓ","760-0034","高松市内町２番地１１","三清堂ビル２階","株式会社ｓｗｉｔｃｈ","代表取締役","中村　賢次郎","香川県","高松市内町２番地１１",,"第20393号","R02.03.27"
"美容所","ＣＡＭＥＬ　ＰＡＴＲＯＬ","760-0028","高松市鍛冶屋町４−５","エミーワンビル５Ｆ","株式会社森箱","代表取締役","森　繁樹","香川県","高松市鍛冶屋町４番地５",,"第20397号","R02.04.21"
"美容所","ａｆｆｅｃｔｕｅｕｘ","761-0101","高松市春日町５５３−１",,"株式会社ａｆｆｅｃｔｕｅｕｘ","代表取締役","髙橋　一馬","香川県","高松市春日町５５３番地１",,"第20398号","R02.04.21"
"美容所","ｅｙｅｌａｓｈ　ｓａｌｏｎ　ｆｌｅｕｒｉｒ＊","760-0028","高松市鍛冶屋町７−４","リモージュ京都４Ｆ","西内　早紀",,,,,,"第20402号","R02.04.24"
"美容所","蕗　フキ","760-0062","高松市塩上町３丁目６番２０号",,"穴吹　愛美",,,,,,"第20400号","R02.04.24"
"美容所","ピエロ　エメ","761-0434","高松市十川東町７１−１",,"佐熊　勲",,,,,,"第20399号","R02.04.24"
"美容所","ＴＥＮ","760-0034","高松市内町６−６","ＦＵＪＩビル　１階","中條　直子",,,,,,"第20401号","R02.04.24"
"美容所","ＢＯＷＩＥ","760-0050","高松市亀井町１２ー４","１Ｆ","鎌田　秀樹",,,,,,"第20404号","R02.04.30"
"美容所","ＢＲＯＣＡＮＴＥ","760-0047","高松市塩屋町１１−７",,"藤森　美香",,,,,,"第20403号","R02.04.30"
"美容所","ｈａｉｒ 　ａｔｅｌｉｅｒ　ｋａｒａｔｏ．","761-8024","高松市鬼無町藤井２５１−３",,"唐渡　祐衣",,,,,,"第20405号","R02.05.07"
"美容所","かみきり屋","760-0051","高松市南新町４−８","１Ｆ","黒川　良",,,,,,"第20406号","R02.05.13"
"美容所","ＡＫＵＲ　ｈａｉｒ　ｂｙ　ｔｅｓｏｒｏ","760-0053","高松市田町１３−１２","ＫＤビル１Ｆ","テソロホールディング株式会社","代表取締役","吉鷹　一起","香川県","高松市春日町８９０番地１",,"第20407号","R02.05.21"
"美容所","ラファンス　イマザト","760-0078","高松市今里町２丁目２９−４",,"有限会社リアライズ","代表取締役","濱田　勝司","香川県","高松市栗林町二丁目１８番１４号",,"第20408号","R02.05.27"
"美容所","Ｌｉｌａ","760-0054","高松市常磐町２丁目８−４","２Ｆ","合田　有加里",,,,,,"第20409号","R02.05.29"
"美容所","ｓｃｅｎａｒｉｏ．","760-0051","高松市南新町４−１１","吉野ビル２Ｆ","英　康文",,,,,,"第20410号","R02.06.11"
"美容所","ＴＨＷＩＰＰ","760-0047","高松市塩屋町１６−６−１Ｆ",,"藤井　直子",,,,,,"第20411号","R02.06.22"
"美容所","Ｕｌｕ．ａ","760-0080","高松市木太町２区１５６４−５","淀商木太ビル１Ｆ","岩澤　奈美",,,,,,"第20413号","R02.07.09"
"美容所","アトリエめぐみ","761-0101","高松市春日町７４７−７",,"福井　恵",,,,,,"第20412号","R02.07.09"
"美容所","アデランス高松","760-0023","高松市寿町１−１−１２","パシフィックシティ高松７Ｆ","株式会社アデランス","代表取締役","鈴木　洋昌","東京都","品川区東品川四丁目１２番６号",,"第20414号","R02.07.14"
"美容所","ｈａｉｒ　ｓｅｃｒｅｔｏ","760-0078","高松市今里町３９０番地７","コート今里１０１","中山　祐一",,,,,,"第20416号","R02.07.28"
"美容所","ヘアーサロンＩＷＡＳＡＫＩ　香川円座店","761-8044","高松市円座町９９９−１","マルナカ円座店敷地内","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20415号","R02.07.28"
"美容所","かみきりどころ美容ＨＡＰＰＹ","761-8076","高松市多肥上町１５１５番地",,"株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20417号","R02.07.31"
"美容所","ｃａｆｕ","761-8075","高松市多肥下町７７３−３",,"矢萩　竜之介",,,,,,"第20418号","R02.07.31"
"美容所","＋ｉｔ_ＢＥＡＵＴＹ","761-8075","高松市多肥下町１５７０−１","＋ｉｔ　１Ｆ","廣田　夏穂",,,,,,"第20420号","R02.08.11"
"美容所","Ｆｏｒｅｓｔ","761-0101","高松市春日町１６０４−８",,"森　友紀",,,,,,"第20421号","R02.08.11"
"美容所","ｅｙｅｌａｓｈｓａｌｏｎ　Ｌｉｒｙ","760-0002","高松市茜町２０−４","シャレード茜３０２","尾﨑　ありさ",,,,,,"第20419号","R02.08.17"
"美容所","ｌｕａｎａ","761-0101","高松市春日町１０２４番地",,"天弘　咲弥香",,,,,,"第20422号","R02.08.17"
"美容所","ｓａｌｏｎ　Ｌａｍｐ","761-8064","高松市上之町３丁目３−１４",,"合同会社ｓｕｇａｒ","代表社員","吉田　明弘","香川県","高松市上之町３番１４号",,"第20423号","R02.08.26"
"美容所","縁　ｗｉｔｈ　ｅｙｅｌａｓｈ","761-0301","高松市林町２０１１−９","アリシア１０２","谷本　恵",,,,,,"第20425号","R02.09.04"
"美容所","すずかけ美容室","761-8073","高松市太田下町１７３９−７",,"坂東　久美子",,,,,,"第20426号","R02.09.10"
"美容所","美容室　テトラ","761-0121","高松市牟礼町牟礼３７９番地１３",,"国方　正明",,,,,,"第20427号","R02.09.15"
"美容所","アトリエ　名奈","761-0101","高松市春日町１７０−８",,"西川　郷子",,,,,,"第20428号","R02.09.29"
"美容所","Ｎｏｒａ","760-0078","高松市今里町２丁目３０−１７","ドミール松縄１Ｆ東","青木　允人",,,,,,"第20429号","R02.10.01"
"美容所","Ｈａｉｒ　Ｄｒ．ｎａｔｕｒｅ","761-8047","高松市岡本町１２７２番地５",,"近藤　窓加",,,,,,"第20432号","R02.10.14"
"美容所","ラーク美容室","760-0054","高松市常磐町２丁目１−２",,"多田　美栄子",,,,,,"第20433号","R02.10.14"
"美容所","Ｈａｉｒ　Ｓａｌｏｎ　Ｎｉｋｏ","761-1701","高松市香川町大野２１２３−１",,"大谷　愛",,,,,,"第20436号","R02.10.28"
"美容所","ＳＨＩＲＯ","760-0052","高松市瓦町２丁目２−２２","河野ビル２F","三笠　弘人",,,,,,"第20437号","R02.11.04"
"美容所","ｄｏｔｔ　美容室","761-1404","高松市香南町横井５００−２",,"多田羅　裕美",,,,,,"第20438号","R02.11.17"
"美容所","隠れ家サロン　ＴＯＫＫＩ","761-0104","高松市高松町８７１−３８",,"岡崎　直美",,,,,,"第20439号","R02.11.17"
"美容所","ビューティーアイラッシュ丸亀町グリーン店","760-0029","高松市丸亀町７−１６","丸亀町グリーン２階","株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20440号","R02.11.25"
"美容所","Ｌｉｅｂｅｌｌｅ","761-8073","高松市太田下町２３５４−１","クリエイトタナカ","平尾　佐知",,,,,,"第20441号","R02.12.02"
"美容所","美容室　楓の森","760-0049","高松市八坂町１−１２","グリーンビル１F","安部　貴志",,,,,,"第20442号","R02.12.07"
"美容所","ＰＩＮＯ","760-0052","高松市瓦町１−２−１","日置ビル１階","林　裕章",,,,,,"第20443号","R02.12.11"
"美容所","ｓｏｌｅ","760-0076","高松市観光町５３６番地","ひだまりアパートメント２階　７号室","中羽　彩",,,,,,"第20444号","R02.12.11"
"美容所","らんモバイルヘアーサロン（香川８３０す１７８８）","762-0021","坂出市西庄町１０２６番地４／","営業範囲（高松市内一円）","株式会社山真","代表取締役","安藤　義晃","香川県","坂出市西庄町１０２６番地４",,"第20445号","R02.12.25"
"美容所","Ｃｏｏ８","760-0077","高松市上福岡町２０４９",,"髙瀬　裕美",,,,,,"第20447号","R03.01.14"
"美容所","Ｏｎｌｙ　Ｃｏｌｏｒ　９１９","761-8085","高松市寺井町３０４−１−１０２",,"株式会社ＩＳＥＯ","代表取締役","彼末　愛","高知県","高知市五台山１２３５番地",,"第20448号","R03.01.14"
"美容所","サロン　Ａｃｅ","760-0052","高松市瓦町２丁目８−４０","サークルビル３F","有限会社フリーダムプロジェクト","代表取締役","黒部　崇","香川県","高松市多肥下町１５２０番地１２",,"第20449号","R03.01.20"
"美容所","トータルビューティーリキ","761-8044","高松市円座町１８１８番地８",,"中山　力美",,,,,,"第20451号","R03.02.03"
"美容所","Ｈａｉｒ　ａｓｓｉｓｔ　ｍｕｕ","761-8021","高松市鬼無町是竹１８２−３",,"蓬萊　恵美",,,,,,"第20450号","R03.02.03"
"美容所","Ｈａｉｒ＆Ｓｐａ　Ｌｕａｎ","760-0080","高松市木太町４３５２−１",,"野口　陽平",,,,,,"第20452号","R03.02.10"
"美容所","美容室　さかた","760-0025","高松市古新町５−８","フクヤビル１F","坂田　泰子",,,,,,"第20453号","R03.03.02"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ｓｏａｐ","760-0078","高松市今里町２丁目１４−６",,"中村　健一郎",,,,,,"第20456号","R03.03.05"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ｎｕｋ","760-0080","高松市木太町５４４−３",,"沖野　由衣",,,,,,"第20454号","R03.03.05"
"美容所","ＲＯＯＭＹ","761-8012","高松市香西本町７５５−４",,"豊嶋　進一",,,,,,"第20455号","R03.03.05"
"美容所","Ｈ・ＲＥＰＯＳ","760-0042","高松市大工町１−７","大利根ビル２Ｆ","株式会社いちから","代表取締役","多田　龍司","香川県","高松市古馬場町９番地２４","徳庄ビル１階","第20457号","R03.03.09"
"美容所","Ｏｎｌｙ　Ｃｏｌｏｒ　９１９　木太店","760-0080","高松市木太町２１９８−１","１階東","株式会社ＩＳＥＯ","代表取締役","彼末　愛","高知県","高知市五台山１２３５番地",,"第20458号","R03.03.17"
"美容所","ＴＭＹ","760-0047","高松市塩屋町９−９","渡辺ビル２F","石井　珠代",,,,,,"第20459号","R03.03.17"
"美容所","キュテレイア","761-8078","高松市仏生山町甲８３７番地２","マミアナ・フジ２０３","向江　美咲",,,,,,"第20462号","R03.03.23"
"美容所","Ｉ'ｌｌ−アイル−ｅｙｅ＆ｂｅａｕｔｙ","761-8071","高松市伏石町２１３０番地４","２Ｆ−Ｃ南","株式会社クイール","代表取締役","真鍋　秀典","香川県","高松市郷東町７９２番地１２２",,"第20461号","R03.03.23"
"美容所","Ｉ'ｌｌ−アイル−ｅｙｅ＆ｂｅａｕｔｙ「ｓｈｉｎｚａｉ」","761-8003","高松市神在川窪町１２７番地５","３Ｆ","株式会社クイール","代表取締役","真鍋　秀典","香川県","高松市郷東町７９２番地１２２",,"第20460号","R03.03.23"
"美容所","ｒｏｏｆ　ｗｉｄｅ","761-0113","高松市屋島西町８６６−７",,"合同会社ｒｏｏｆｗｉｄｅ","代表社員","藤川　直樹","香川県","高松市屋島西町８６６番地７",,"第20464号","R03.04.08"
"美容所","ＨＡＩＲ ａｎｄ ＥＹＥ ｄｅｓｉｇｎ ＰＯＡＲＩＳ","760-0077","高松市上福岡町９６９−４","ＴＯＭＩＴＡテナント１階南","田中　雅登",,,,,,"第20465号","R03.04.22"
"美容所","ｈａｉｒ　ｄｅｓｉｇｎ　ＮＡＲＵＨＡ","760-0072","高松市花園町３丁目２番３号","クアトロビル１階","加地　和子",,,,,,"第20466号","R03.04.26"
"美容所","Ｄｅｎ","760-0054","高松市常磐町２−３−４","藤岡ビル２F東","坂本　好朗",,,,,,"第20467号","R03.04.30"
"美容所","Ｕｎ　ｄｏｎｅ","760-0080","高松市木太町３７５１",,"井下　和哉",,,,,,"第20468号","R03.05.07"
"美容所","美容室　ｉｔｏ","761-8077","高松市出作町１６２−３３　南東",,"溝渕　洋",,,,,,"第20469号","R03.05.13"
"美容所","ｉ ａｍ","761-0122","高松市牟礼町大町９４３−１４",,"川根　洋子",,,,,,"第20470号","R03.05.20"
"美容所","Ｏｎｌｙ　Ｃｏｌｏｒ　９１９　香西店","761-8014","高松市香西南町５５８−３","１０２","株式会社ＩＳＥＯ","代表取締役","彼末　愛","高知県","高知市五台山１２３５番地",,"第20471号","R03.05.20"
"美容所","ｍｅｒｃｉ","761-8076","高松市多肥上町１３７３−２５",,"山本　有梨",,,,,,"第20472号","R03.05.24"
"美容所","ＴＨＥ　ＳＴＡＧＥ","761-0121","高松市牟礼町牟礼１１５７−１","１０２","山口　任志",,,,,,"第20473号","R03.05.24"
"美容所","ｌｏｃｏ","760-0034","高松市内町１−８","Ｋ’ｓビル２Ｆ","住友　俊介",,,,,,"第20474号","R03.05.26"
"美容所","ｎｏｃｃ","761-0101","高松市春日町１６６３−２","１Ｆ","株式会社Ｐｕｚｚｌｅ","代表取締役","森本　真輝","香川県","東かがわ市横内２２２番地３",,"第20475号","R03.05.31"
"美容所","ｇｌｏｓｓｙ　グロッシー","761-8071","高松市伏石町２０３４−６",,"有限会社アロマ","代表取締役","辻野　良光","香川県","高松市一宮町２３０番地４",,"第20476号","R03.05.31"
"美容所","Ｒａｙｍｏｎｄ","760-0034","高松市内町３番地９","入船ビル１Ｆ","株式会社Ｒｅｑｕｅ","代表取締役","小西　尽","香川県","高松市内町３番地９",,"第20477号","R03.06.07"
"美容所","ｌａｌｕｚ","760-0027","高松市紺屋町５−５","ファイブビル３Ｆ","唐渡　安恵",,,,,,"第20478号","R03.06.14"
"美容所","Ｔｅｇｅ　ｔｅｇｅ","760-0066","高松市福岡町２丁目１４−１","Ｃａｓａ　ｇｒｉｇｒａ　１Ｆ西","笠井　三奈",,,,,,"第20479号","R03.06.17"
"美容所","Ｈａｉｒ　ｓａｌｏｎ　ＰＵＥＮＴＥ　ｉｎｆｉｎｉｔｏ","761-8032","高松市鶴市町２０４４−１７",,"渡辺　和世",,,,,,"第20480号","R03.06.28"
"美容所","ＲｏｓｅｔＴＥ","760-0029","高松市丸亀町５−８","ＨＩＫＡＲＩ第一ビル２Ｆ","齋藤　尚",,,,,,"第20481号","R03.07.05"
"美容所","ＲＯＳＥＭＡＲＲＹ","760-0045","高松市古馬場町２−１４","Ｒｏｄｙ　ＢＩＤ","有限会社ローズマリー","代表取締役","中元　明美","香川県","高松市屋島西町２４４４番地１０",,"第20482号","R03.07.07"
"美容所","ＬＥＮＧＥＮ","760-0028","高松市鍛冶屋町１−３","ケイズギャラリー３階","株式会社Ｌ−ｓｉｚｅ","代表取締役","網谷　功海","香川県","高松市栗林町三丁目５番６−３０１号","ロイヤルガーデン栗林町","第20483号","R03.07.08"
"美容所","ｍｅｎ’ｓ　ｈａｉｒ　ｓａｌｏｎ　ｓｏｒａ","761-0443","高松市川島東町４３１−６",,"三好　潤弥",,,,,,"第20485号","R03.07.28"
"美容所","ＲＯＳＥ　ｂｅａｕｔｙ　ｓａｌｏｎ","761-8075","高松市多肥下町６１６−１","ハイクレスト高松１２０１","郡谷　典代",,,,,,"第20486号","R03.08.02"
"美容所","ＣＡＦＵＮＥ　ｈａｉｒ　ｍａｋｅ","761-0121","高松市牟礼町牟礼２９４５−１",,"新名　瞳",,,,,,"第20488号","R03.08.16"
"美容所","ｂｌａｎｃｏ","760-0079","高松市松縄町１０５０−２０",,"森下　大",,,,,,"第20489号","R03.08.31"
"美容所","ヘアーメイク　ミニミックス","760-0071","高松市藤塚町３丁目５−２４","アビテ藤塚１０２","中山　聖子",,,,,,"第20490号","R03.09.08"
"美容所","ｎ","760-0073","高松市栗林町３丁目１１−１２",,"勝又　吏沙",,,,,,"第20491号","R03.09.17"
"美容所","アットグリーン","760-0050","高松市亀井町９−１１−１F",,"津島　幸子",,,,,,"第20493号","R03.09.24"
"美容所","北浜美容室","760-0031","高松市北浜町１４−１",,"植地　つや子",,,,,,"第20492号","R03.09.24"
"美容所","ＨＡＩＲ　ＳＡＬＯＮ　ＴＯＯＲＡ．．","761-0104","高松市高松町３００２","ライディングラン１Ｆ","長尾　充敏",,,,,,"第20494号","R03.09.24"
"美容所","Ａｐｐｅａｌ","760-0052","高松市瓦町２丁目１０−１２","古山ビル２階","黒部　美知",,,,,,"第20495号","R03.09.29"
"美容所","Ｈａｉｒ　ｒｏｏｍ　Ａｊｕｌａ","769-0103","高松市国分寺町福家甲１８９８−５",,"中井　晴美",,,,,,"第20496号","R03.10.06"
"美容所","Ｔａｉ　ｎａｉｌ＆ｅｙｅｌａｓｈ","760-0068","高松市松島町２−２２−１２","花崎ビル４０２","太田　妃登美",,,,,,"第20497号","R03.10.11"
"美容所","ＧＲＥＴＳＣＨ","761-0441","高松市由良町９０５−４","Ｓｏｕｔｈ","安西　佐友実",,,,,,"第20498号","R03.10.11"
"美容所","Ｈ＆Ｈ　Ｂｅａｕｔｙ　Ｌｏｕｎｇｅ","769-0103","高松市国分寺町福家３９２８−１","アルコバレーノⅠ　１０３","大戸　佳名子",,,,,,"第20500号","R03.10.15"
"美容所","ヘアサロンマルニシ","760-0080","高松市木太町２５５０−１","山地ビル１０２","西本　毅義",,,,,,"第20501号","R03.10.26"
"美容所","ｒａｎｋａ","760-0080","高松市木太町１８４９",,"中川　慶太",,,,,,"第20502号","R03.10.29"
"美容所","ＰＡＣＥ","760-0028","高松市鍛冶屋町４−２１","ワンフットビル２−Ａ","株式会社ＨＯＰＥ","代表取締役","谷口　祐太","東京都","渋谷区東一丁目９番２号",,"第20504号","R03.10.29"
"美容所","ＮＯＤＯ","760-0043","高松市今新町８−６","２Ｆ","株式会社Ｍａｒｂｌｅｓ","代表取締役","岩中　惇","香川県","高松市昭和町一丁目４番１号",,"第20503号","R03.10.29"
"美容所","ｓｏｌｏ","760-0062","高松市塩上町２丁目４−１２","木村ビル１Ｆ","古家　衣里子",,,,,,"第20506号","R03.11.08"
"美容所","Ｈａｉｒ　ｍａｋｅ　Ｍｏｉ","761-0113","高松市屋島西町１４８３番地１","ＮＯＢＯ−Ｐｌａｃｅ１階　Ｄ号室","安河内　依子",,,,,,"第20505号","R03.11.08"
"美容所","ｍｅｍｅ","761-8033","高松市飯田町６６９−６",,"井田　杏奈",,,,,,"第20508号","R03.11.10"
"美容所","Ａｐｐｙ．Ｌａｓｈ","760-0079","高松市松縄町１０２２−４","２Ｆ","黒坂　利夏",,,,,,"第20507号","R03.11.10"
"美容所","株式会社ａｄｄ−ｈａｉｒ","761-0450","高松市三谷町１８５３−３",,"株式会社ａｄｄ−ｈａｉｒ","代表取締役","池内　幸","香川県","高松市三谷町１８５３番地３",,"第20509号","R03.11.15"
"美容所","ＲＡＤＹ　ＢＩＲＤ","761-0122","高松市牟礼町大町１１９６−６",,"北岡　幸子",,,,,,"第20510号","R03.11.19"
"美容所","ＢＥＡＵＴＹハナコ","760-0029","高松市丸亀町７−１６","丸亀町グリーン西館１階","株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20511号","R03.11.29"
"美容所","ＴＡＮ","760-0029","高松市丸亀町１０−４","トヨシマビル２Ｆ","香西　達哉",,,,,,"第20512号","R03.11.30"
"美容所","ＳＷＡＬＬＯＷ","761-0301","高松市林町８５６−１３",,"高尾　定伸",,,,,,"第20513号","R03.12.02"
"美容所","ＲＥＭＥ　ＨＡＩＲ","761-0101","高松市春日町１０３９−５",,"児玉　泰一",,,,,,"第20514号","R03.12.10"
"美容所","ｅｍｅ．","760-0079","高松市松縄町１１３５−１",,"和田　隼綺",,,,,,"第20516号","R03.12.13"
"美容所","美容室　あてすえ　Ａ ＴＥＳ ＳＯＵＨＡＩＴＳ","761-8044","高松市円座町１１２６−２０",,"岩田　千春",,,,,,"第20517号","R03.12.23"
"美容所","ｕｎｉｃ","761-8062","高松市室新町１０３２−１５","ＫＯＪＩＫＡビルⅢ　２階","橋本　隼",,,,,,"第20518号","R03.12.23"
"美容所","Ｌｉａｎｇｅ","761-8075","高松市多肥下町１７９−１",,"江口　由桂",,,,,,"第20519号","R04.01.17"
"美容所","田んぼのあぜ道","761-8083","高松市三名町１３５−１",,"中村　千恵美",,,,,,"第20520号","R04.01.21"
"美容所","Ｍｉｉ","761-8076","高松市多肥上町１９１８番地１９",,"宮嶋　舞",,,,,,"第20521号","R04.01.27"
"美容所","Ａｆｆｉｎｅｒ．","760-0063","高松市多賀町２丁目２−２７",,"川田　泰宏",,,,,,"第20522号","R04.02.14"
"美容所","Ｌｉｌａｃ　ｃｌｏｓｅｔ","760-0080","高松市木太町２４３６−４",,"上里　知栄美",,,,,,"第20524号","R04.02.22"
"美容所","Ｙ'ｓ　ＢＬＵＥ　高松店","760-0029","高松市丸亀町６−１","フェスタ河野１−２Ｆ　西側","株式会社イース","代表取締役","草野　慎也","香川県","高松市丸亀町６番地１","フェスタ１ビル２階","第20523号","R04.02.22"
"美容所","Ｈｕｎｋｙ　Ｄｏｒｙ！！！","760-0050","高松市亀井町１０−１０","ソレイユ第１ビル１０２","藤谷　明美",,,,,,"第20525号","R04.02.25"
"美容所","ＰＩＲＩＣＡ−ｆｉｅｌｄ","761-8056","高松市上天神町５０８−１",,"株式会社ＰＩＲＩＣＡ−ｆｉｅｌｄ","代表取締役","古川　秀子","香川県","高松市上天神町５０８番１",,"第20526号","R04.03.03"
"美容所","Ｍｏｎ　Ｒｅｖｅ～Ｅｙｅｌａｓｈ＆Ｆａｃｉａｌ～","761-8041","高松市檀紙町１６１４−６",,"馬渕　晴佳",,,,,,"第20528号","R04.03.07"
"美容所","Ｃｈｅｓｓ","761-8041","高松市檀紙町１３３１−１４",,"株式会社フクケン工業","代表取締役","福島　智史","香川県","高松市檀紙町１３７１番地７",,"第20527号","R04.03.07"
"美容所","Ｓｏｉｍｅｍｅ","761-0302","高松市上林町３０５−５",,"柳萬　亜矢子",,,,,,"第20529号","R04.03.10"
"美容所","ｅｙｅｌａｓｈ　ｓａｌｏｎ　ＥＮ＋","761-0104","高松市高松町１８１６−９",,"谷口　優美",,,,,,"第20530号","R04.03.10"
"美容所","ｅｍＵ","761-8076","高松市多肥上町３２９−１７",,"内藤　未記",,,,,,"第20532号","R04.03.22"
"美容所","有限会社　ティ・ポイント","760-0052","高松市瓦町２丁目１２−２２","マナベビル２Ｆ","有限会社ティ・ポイント","代表取締役","若宮　敏弘","香川県","高松市瓦町二丁目１番２５号",,"第20531号","R04.03.22"
"美容所","Ｒａｙｍｏｎｄ　ＮＡＩＬ＆ＥＹＥ","760-0034","高松市内町３番地９",,"株式会社Ｒｅｑｕｅ","代表取締役","小西　尽","香川県","高松市内町３番地９",,"第20534号","R04.03.25"
"美容所","Ｂｅａｕｔｙ　Ｓａｌｏｎ　ＡＭＶＩ","760-0054","高松市常磐町１−５−５","３Ｆ","株式会社ｅｙｅｒｉｓｈ","代表取締役","大谷　奈津子","香川県","高松市鍛冶屋町１番５号３Ｆ",,"第20535号","R04.03.25"
"美容所","ｋｉｉｔｏｓ","760-0034","高松市内町２番地１１","三清堂ビル１Ｆ","株式会社ｓｗｉｔｃｈ","代表取締役","中村　賢次郎","香川県","高松市内町２番地１１",,"第20533号","R04.03.25"
"美容所","サロン・ド・ボーテ　ジュリアン","760-0054","高松市常磐町１丁目７−３２","佐々木ビル２階","伊地　奈津美",,,,,,"第20537号","R04.04.04"
"美容所","株式会社ヘアサロンＣＡＮＡＰＡ","761-0313","高松市下田井町３５０−１",,"株式会社ヘアサロンＣＡＮＡＰＡ","代表取締役","石谷　麻子","香川県","高松市下田井町３５０番地１",,"第20538号","R04.04.14"
"美容所","ｆｉｅｌｕ","760-0052","高松市瓦町２丁目３−６","高橋ビル２F","株式会社ｆｉｅｌｕ","代表取締役","矢野　功","香川県","高松市瓦町二丁目３番地６","高橋ビル２F","第20539号","R04.04.14"
"美容所","ＪＬｉｃａ　ｈａｉｒ　サンフラワー店","761-8071","高松市伏石町２０３６−７",,"金岡　純吾",,,,,,"第20540号","R04.04.20"
"美容所","ｂｌｕｅ","769-0104","高松市国分寺町新名２０７−１",,"宮﨑　英治",,,,,,"第20541号","R04.04.25"
"美容所","ｅｌｕ　ｈａｉｒ","761-0450","高松市三谷町９２０−１７",,"白井　利奈",,,,,,"第20543号","R04.05.10"
"美容所","ｅｖａ","760-0078","高松市今里町２−３０−１７","ドミール松縄１Ｆ西","株式会社ＥＩＧＨＴ","代表取締役","大喜多　英人","香川県","丸亀市城東町三丁目８番１４号",,"第20544号","R04.05.13"
"美容所","ＣＡＮＤＹ　ＨＯＵＳＥ","761-0104","高松市高松町２１７５−３３−Ａ２０７",,"坂口　裕一朗",,,,,,"第20545号","R04.05.18"
"美容所","ｈａｉｒ＆ｍａｋｅ　ＬＵＣＥＴ","760-0005","高松市宮脇町２丁目１０−４７","銀星テニスクラブ内１Ｆ","辻󠄀田　乃里香",,,,,,"第20546号","R04.05.25"
"美容所","ｈａｉｒ　Ａｍｙｕ","761-0443","高松市川島東町２９１−５",,"井関　幹也",,,,,,"第20548号","R04.05.30"
"美容所","ｐｌｕｍｅ","761-0302","高松市上林町３０７−１","リーベクオーレＡ１０１","北岡　佳容",,,,,,"第20547号","R04.05.30"
"美容所","ｅｙｅｌａｓｈ　ｓａｌｏｎ　ｏｒｕｎ","760-0054","高松市常磐町２−１３−２","１Ｆ","大塚　幸栄",,,,,,"第20549号","R04.06.03"
"美容所","ｓａｌｏｎ　ｄｅ　ＲＵＰＯ","760-0080","高松市木太町２４２０−３４",,"藤田　武弘",,,,,,"第20550号","R04.06.03"
"美容所","ｍｅｇｕｒｉ","761-0322","高松市前田東町１１６８−６",,"井戸　愛梨",,,,,,"第20552号","R04.06.07"
"美容所","Ｈａｉｒ　Ｄｅｓｉｇｎ　Ｌｏｔｕｓ","761-0102","高松市新田町甲８４８−１",,"小松　真由美",,,,,,"第20551号","R04.06.07"
"美容所","ＨＹＧＧＥ","769-0104","高松市国分寺町新名１５１５番地",,"株式会社ＨＹＧＧＥ","代表取締役","竹本　隆二","香川県","高松市国分寺町新名１５１５番地",,"第20554号","R04.06.21"
"美容所","ｍｅｍ","769-0104","高松市国分寺町新名６６−１","西側２Ｆ","佐藤　捺希",,,,,,"第20553号","R04.06.21"
"美容所","Ｍｕｓ’Ｆａｍ～Ｎａｉｌ＆Ｅｙｅｌａｓｈ～","761-8056","高松市上天神町２６５−２","ＩＫＫＡビル１Ｆ西側","株式会社Ｄｅｌｉｇｈｔ","代表取締役","中川　遥","香川県","丸亀市柞原町１００２番地１",,"第20555号","R04.06.27"
"美容所","Ｄｅａｒｓ高松北店","760-0080","高松市木太町３１３４","玉木ビル１Ｆ北側","有限会社かわすじ","取締役","川筋　正仁","香川県","高松市木太町３８１７番地",,"第20556号","R04.07.01"
"美容所","Ｒｉｂｅｔｔａ","761-8071","高松市伏石町２００１−３",,"山名　篤",,,,,,"第20558号","R04.07.07"
"美容所","ＡＵＢＥ　ＨＡＩＲ　ｌｅａｆ　高松２号店","761-0113","高松市屋島西町２４８１−３",,"株式会社Ａ’Ｇｒｏｕｐ","代表取締役","坂井　一裕","東京都","港区南青山三丁目３番５号",,"第20557号","R04.07.07"
"美容所","ＡＴＥＬＩＥＲ　Ｍｏｏｎ","761-8032","高松市鶴市町２０３０番地１９",,"株式会社幸姫","代表取締役","四宮　俊幸","香川県","高松市鶴市町２０３０番地１９",,"第20559号","R04.07.19"
"美容所","Ｃｉｅｌ","760-0052","高松市瓦町２丁目８番４３号","Ｙビル２Ｆ","合同会社ＬＵＸＵＲ　ＧＲＯＵＰ","代表社員","礒野　芳隆","香川県","高松市瓦町二丁目８番４３号","Ｙビル２Ｆ","第20560号","R04.07.27"
"美容所","ｈａｉｒ　ｄｅｓｉｇｎ　Ｓｉｇｎｅｔ","761-8078","高松市仏生山町甲１−８",,"望月　仁美",,,,,,"第20561号","R04.07.27"
